ItemCode,Name,EngName,Cat,Type,Overall,Core,BoJCore,WesternCore,CPIExImpRents,CPIExImpRents&FF,GoodsExFFE,GenSerExRents,Ser,Foods,Alcohol,ImpRents,Energy,FreshFoods,in2020,in2015,in2010,in2005r,in2005,Name20,Cat20,weight20,Name15,Cat15,weight15,Name10,Cat10,weight10,Name05r,Cat05r,weight05r,Name05,Cat05,weight05,yoy_std,yoy_std_cat,freq_of_adj,UedaCat,Chg_in_months,freq_cat
1464,ひじき,"“Hijiki”, edible brown algae",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ひじき,3,3,ひじき,3,3,ひじき,3,1,ひじき,4,2,ひじき,4,2,5.935809081,High,13.1,Food products,7.63,Mid
1471,豆腐,"“Tofu”, bean curd",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,豆腐,3,15,豆腐,3,16,豆腐,3,17,豆腐,4,18,豆腐,4,18,3.201310447,Mid,9.1,Food products,11.04,Mid
1472,油揚げ,Fried bean curd,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,油揚げ,3,8,油揚げ,3,9,油揚げ,3,9,油揚げ,4,9,油揚げ,4,9,3.541287266,Mid,61.3,Food products,1.63,High
1473,納豆,"“Natto”, fermented soybeans",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,納豆,3,13,納豆,3,10,納豆,3,9,納豆,3,11,納豆,3,11,4.057773666,High,15.6,Food products,6.41,Mid
1481,こんにゃく,"“Konnyaku”, devil's-tongue",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,こんにゃく,3,5,こんにゃく,3,6,こんにゃく,3,6,こんにゃく,4,6,こんにゃく,4,6,7.337085507,High,10.1,Food products,9.89,Mid
1482,梅干し,"“Umeboshi”, pickled plums",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,梅干し,3,8,梅干し,3,7,梅干し,3,7,梅干し,4,7,梅干し,4,7,4.806655779,High,15.0,Food products,6.66,Mid
1483,だいこん漬,Pickled radishes,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,だいこん漬,3,6,だいこん漬,3,6,だいこん漬,3,6,だいこん漬,4,6,だいこん漬,4,6,3.478703797,Mid,61.3,Food products,1.63,High
1484,福神漬,#N/A,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,福神漬,4,2,福神漬,4,2,3.295864498,Mid,23.0,Food products,4.35,Mid
1485,こんぶつくだ煮,Tangle prepared in soy sauce,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,こんぶつくだ煮,3,4,こんぶつくだ煮,3,5,こんぶつくだ煮,3,5,こんぶつくだ煮,4,5,こんぶつくだ煮,4,5,3.737224764,Mid,24.1,Food products,4.15,Mid
1486,はくさい漬,Pickled Chinese cabbage,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,はくさい漬,3,3,はくさい漬,3,3,はくさい漬,3,3,はくさい漬,4,4,はくさい漬,4,4,5.354501833,High,18.6,Food products,5.38,Mid
1487,キムチ,“Kimuchi”,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,キムチ,3,7,キムチ,3,7,キムチ,3,8,キムチ,4,8,キムチ,4,8,2.074635171,Mid,23.6,Food products,4.24,Mid
1491,野菜缶詰,Canned vegetables,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,野菜缶詰,3,3,野菜缶詰,3,2,スイートコーン缶詰,3,1,スイートコーン缶詰,3,2,スイートコーン缶詰,3,2,4.913591976,High,14.4,Food products,6.95,Mid
1501,りんごＡ,#N/A,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,,,,りんごＡ,1,2,りんごＡ,1,2,りんごＡ,1,2,りんごＡ,1,2,15.14199564,High,65.8,Fresh food,1.52,High
1502,りんご,Apples,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,りんご,1,13,りんごＢ,1,13,りんごＢ,1,10,りんごＢ,1,11,りんごＢ,1,11,16.82597704,High,100.0,Fresh food,1.00,High
1511,みかん,Mandarin oranges,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,みかん,1,15,みかん,1,15,みかん,1,15,みかん,1,15,みかん,1,15,20.0954486,High,100.0,Fresh food,1.00,High
1513,レモン,#N/A,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,,,,,,,レモン,1,1,レモン,1,1,レモン,1,1,20.18815433,High,65.8,Fresh food,1.52,High
1514,グレープフルーツ,#N/A,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,,,,グレープフルーツ,1,1,グレープフルーツ,1,2,グレープフルーツ,1,3,グレープフルーツ,1,3,8.777489427,High,88.8,Fresh food,1.13,High
1515,オレンジ,Oranges,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,オレンジ,1,2,オレンジ,1,2,オレンジ,1,2,オレンジ,1,2,オレンジ,1,2,12.91885613,High,92.2,Fresh food,1.09,High
1516,いよかん,#N/A,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,,,,,,,いよかん,1,1,いよかん,1,2,いよかん,1,2,11.61713724,High,65.8,Fresh food,1.52,High
1517,しらぬひ,"“Shiranui”, citrus fruits",1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,しらぬひ,1,2,しらぬひ,1,2,,,,,,,,,,9.158176203,High,99.9,Fresh food,1.00,High
1521,梨,Pears,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,梨,1,5,梨,1,6,なし,1,6,なし,1,6,なし,1,6,13.16658981,High,100.0,Fresh food,1.00,High
1531,ぶどうＡ,Grapes-A,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,ぶどうＡ,1,3,ぶどうＡ,1,3,ぶどうＡ,1,2,ぶどうＡ,1,2,ぶどうＡ,1,2,10.39964376,High,99.9,Fresh food,1.00,High
1532,ぶどうＢ,Grapes-B,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,ぶどうＢ,1,6,ぶどうＢ,1,5,ぶどうＢ,1,5,ぶどうＢ,1,4,ぶどうＢ,1,4,13.12924111,High,99.9,Fresh food,1.00,High
1541,柿,Persimmons,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,柿,1,3,柿,1,3,かき（果物）,1,3,かき（果物）,1,3,かき（果物）,1,3,16.95055723,High,100.0,Fresh food,1.00,High
1551,桃,Peaches,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,桃,1,3,桃,1,4,もも,1,4,もも,1,3,もも,1,3,9.17904526,High,100.0,Fresh food,1.00,High
1561,すいか,Watermelons,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,すいか,1,4,すいか,1,4,すいか,1,4,すいか,1,4,すいか,1,4,13.39410127,High,100.0,Fresh food,1.00,High
1563,メロン,Melons,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,メロン,1,3,メロン,1,3,メロン,1,4,メロン,1,5,メロン,1,5,9.590175587,High,100.0,Fresh food,1.00,High
1571,いちご,Strawberries,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,いちご,1,10,いちご,1,11,いちご,1,10,いちご,1,15,いちご,1,15,7.783371306,High,100.0,Fresh food,1.00,High
1572,さくらんぼ,Cherries,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,さくらんぼ,1,2,さくらんぼ,1,3,さくらんぼ,1,3,さくらんぼ,1,3,さくらんぼ,1,3,12.2096437,High,99.6,Fresh food,1.00,High
1581,バナナ,Bananas,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,バナナ,1,15,バナナ,1,15,バナナ,1,14,バナナ,1,13,バナナ,1,13,11.49004609,High,65.8,Fresh food,1.52,High
1582,キウイフルーツ,Kiwi fruits,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,キウイフルーツ,1,6,キウイフルーツ,1,5,キウイフルーツ,1,3,キウイフルーツ,1,3,キウイフルーツ,1,3,6.917595992,High,91.9,Fresh food,1.09,High
1583,アボカド,Avocados,1,Goods,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,アボカド,1,4,,,,,,,,,,,,,12.93625128,High,65.8,Fresh food,1.52,High
1591,果物缶詰,#N/A,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,,,,果物缶詰,3,7,果物缶詰,3,5,果物缶詰,4,5,果物缶詰,4,5,6.857376711,High,9.3,Food products,10.70,Mid
1594,ナッツ,Nuts,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,ナッツ,3,9,,,,,,,,,,,,,3.138061592,Mid,23.0,Food products,4.35,Mid
1601,食用油,Edible oil,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,食用油,3,11,食用油,3,11,食用油,3,9,食用油,3,9,食用油,3,9,8.224419949,High,19.5,Food products,5.12,Mid
1602,マーガリン,Margarine,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,マーガリン,3,2,マーガリン,3,2,マーガリン,3,2,マーガリン,3,2,マーガリン,3,2,6.588844573,High,30.3,Food products,3.30,High
1611,食塩,Salt,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,食塩,3,2,食塩,3,2,食塩,3,2,食塩,3,2,食塩,3,2,7.344127136,High,2.5,Food products,40.69,Mid
1621,しょう油,Soy sauce,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,しょう油,3,6,しょう油,3,7,しょう油,3,8,しょう油,3,8,しょう油,3,8,3.819090269,High,14.6,Food products,6.87,Mid
1631,みそ,Soybean paste,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,みそ,3,8,みそ,3,8,みそ,3,9,みそ,4,9,みそ,4,9,3.445649426,Mid,15.8,Food products,6.34,Mid
1632,砂糖,Sugar,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,砂糖,3,4,砂糖,3,5,砂糖,3,5,砂糖,3,5,砂糖,3,5,5.029895687,High,13.2,Food products,7.58,Mid
1633,酢,Vinegar,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,酢,3,3,酢,3,3,酢,3,5,酢,3,5,酢,3,5,2.89118747,Mid,11.5,Food products,8.66,Mid
1641,ソース,Worcester sauce,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ソース,3,3,ソース,3,3,ソース,3,3,ソース,3,3,ソース,3,3,4.22160445,High,19.3,Food products,5.18,Mid
1642,ケチャップ,Ketchup,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ケチャップ,3,2,ケチャップ,3,2,ケチャップ,3,2,ケチャップ,3,2,ケチャップ,3,2,5.295217502,High,24.8,Food products,4.03,High
1643,マヨネーズ,Mayonnaise,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,マヨネーズ,3,5,マヨネーズ,3,4,マヨネーズ,3,5,マヨネーズ,3,10,マヨネーズ,3,10,6.265699128,High,25.4,Food products,3.94,High
1644,ジャム,Jam,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ジャム,3,4,ジャム,3,5,ジャム,3,4,ジャム,3,4,ジャム,3,4,3.708135658,Mid,17.7,Food products,5.64,Mid
1645,ドレッシング,Dressing,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,ドレッシング,3,8,ドレッシング,3,8,ドレッシング,3,6,,,,,,,3.558288874,Mid,27.7,Food products,3.61,High
1652,カレールウ,Instant curry mix,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,カレールウ,3,5,カレールウ,3,5,カレールウ,3,6,カレールウ,3,5,カレールウ,3,5,4.788955472,High,25.8,Food products,3.88,High
1653,乾燥スープ,Instant dried soup,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,乾燥スープ,3,13,乾燥スープ,3,10,即席スープ,3,9,乾燥スープ,3,8,乾燥スープ,3,8,7.122963204,High,25.7,Food products,3.89,High
1654,風味調味料,Flavor seasonings,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,風味調味料,3,9,風味調味料,3,8,風味調味料,3,7,風味調味料,3,6,風味調味料,3,6,3.903926361,High,20.3,Food products,4.92,Mid
1655,たれ,"“Tare”, liquid seasonings",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,たれ,3,6,たれ,3,5,液体調味料,3,15,液体調味料,3,13,液体調味料,3,13,4.455836977,High,21.7,Food products,4.62,Mid
1656,ふりかけ,"“Furikake”, granular flavor seasonings",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ふりかけ,3,6,ふりかけ,3,6,ふりかけ,3,5,ふりかけ,3,5,ふりかけ,3,5,3.19780571,Mid,23.1,Food products,4.33,Mid
1657,合わせ調味料,Mixed seasonings,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,合わせ調味料,3,9,合わせ調味料,3,4,中華合わせ調味料,3,3,中華合わせ調味料,3,3,中華合わせ調味料,3,3,2.591047926,Mid,23.2,Food products,4.31,Mid
1658,パスタソース,Prepared pasta sauce,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,パスタソース,3,5,パスタソース,3,4,パスタソース,3,3,,,,,,,6.340713007,High,20.7,Food products,4.84,Mid
1659,つゆ,"“Tsuyu”, liquid seasonings",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,つゆ,3,12,つゆ,3,11,,,,,,,,,,4.284968603,High,16.4,Food products,6.09,Mid
1701,ようかん,"“Yokan”, sweet bean jelly",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ようかん,3,9,ようかん,3,10,ようかん,3,12,ようかん,4,9,ようかん,4,9,2.341711084,Mid,5.5,Food products,18.32,Mid
1702,まんじゅう,"“Manju”, bean-jam cakes",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,まんじゅう,3,13,まんじゅう,3,17,まんじゅう,3,24,まんじゅう,4,16,まんじゅう,4,16,3.282117085,Mid,28.0,Food products,3.57,High
1703,だいふく餅,"“Daifukumochi”, rice cakes stuffed with sweetened bean jam",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,だいふく餅,3,14,だいふく餅,3,15,だいふく餅,3,8,だいふく餅,4,20,だいふく餅,4,20,3.578712281,Mid,24.8,Food products,4.04,High
1711,カステラ,"“Kasutera”, sponge cakes",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,カステラ,3,5,カステラ,3,5,カステラ,3,5,カステラ,4,4,カステラ,4,4,2.834009233,Mid,21.8,Food products,4.59,Mid
1712,ケーキ,Cakes,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ケーキ,3,25,ケーキ,3,25,ケーキ,3,37,ケーキ,4,37,ケーキ,4,37,2.114660069,Mid,8.3,Food products,12.11,Mid
1713,シュークリーム,Cream puffs,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,シュークリーム,3,6,シュークリーム,3,8,シュークリーム,3,7,シュークリーム,4,5,シュークリーム,4,5,3.161322385,Mid,26.4,Food products,3.79,High
1714,プリン,Pudding,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,プリン,3,10,プリン,3,8,プリン,3,8,プリン,3,8,プリン,3,8,5.858620541,High,20.4,Food products,4.90,Mid
1715,ロールケーキ,Roll cakes,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,ロールケーキ,3,10,ロールケーキ,3,11,,,,,,,,,,2.805460058,Mid,3.6,Food products,27.99,Mid
1721,ビスケット,Biscuits,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ビスケット,3,14,ビスケット,3,13,ビスケット,3,12,ビスケット,3,11,ビスケット,3,11,5.999661339,High,28.9,Food products,3.46,High
1732,キャンデー,Candies,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,キャンデー,3,8,キャンデー,3,8,あめ,3,9,キャンデー,3,8,キャンデー,3,8,4.473465512,High,13.8,Food products,7.22,Mid
1741,せんべい,"“Sembei”, Japanese crackers",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,せんべい,3,20,せんべい,3,21,せんべい,3,19,せんべい（うるち米粉）,4,15,せんべい（うるち米粉）,4,15,3.385540949,Mid,44.5,Food products,2.25,High
1742,せんべい（小麦粉）,#N/A,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,せんべい（小麦粉）,4,4,せんべい（小麦粉）,4,4,2.550088312,Mid,23.0,Food products,4.35,Mid
1761,チョコレート,Chocolate,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,チョコレート,3,30,チョコレート,3,26,チョコレート,3,20,チョコレート,3,19,チョコレート,3,19,7.488182814,High,21.4,Food products,4.68,Mid
1772,落花生,Peanuts,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,落花生,3,3,落花生,3,2,落花生,3,2,落花生,4,4,落花生,4,4,4.355844095,High,10.1,Food products,9.94,Mid
1781,チューインガム,Chewing gum,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,チューインガム,3,3,チューインガム,3,3,チューインガム,3,5,チューインガム,3,8,チューインガム,3,8,4.588076704,High,7.4,Food products,13.52,Mid
1782,アイスクリーム,Ice cream,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,アイスクリーム,3,35,アイスクリーム,3,32,アイスクリーム,3,30,アイスクリーム,3,27,アイスクリーム,3,27,3.07886082,Mid,12.8,Food products,7.82,Mid
1783,ポテトチップス,Potato chips,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ポテトチップス,3,18,ポテトチップス,3,16,ポテトチップス,3,15,ポテトチップス,3,13,ポテトチップス,3,13,4.920241731,High,29.2,Food products,3.43,High
1784,ゼリー,Jelly,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ゼリー,3,13,ゼリー,3,11,ゼリー,3,10,ゼリー,3,9,ゼリー,3,9,3.728214618,Mid,14.8,Food products,6.76,Mid
1790,無菌包装米飯,Aseptic packaged cooked rice,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,無菌包装米飯,3,5,,,,,,,,,,,,,4.112075185,High,23.0,Food products,4.35,Mid
1791,弁当Ａ,Box lunch-A,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,弁当Ａ,3,25,弁当Ａ,3,23,弁当,3,43,弁当（すし以外）,4,40,弁当（すし以外）,4,40,2.044965926,Mid,3.4,Food products,29.18,Mid
1792,調理パン,Bread like sandwiches,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,調理パン,3,18,調理パン,3,16,調理パン,3,12,調理パン,4,11,調理パン,4,11,2.930839146,Mid,52.0,Food products,1.92,High
1793,おにぎり,Rice balls,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,おにぎり,3,15,おにぎり,3,14,おにぎり,3,12,おにぎり,4,12,おにぎり,4,12,3.182378765,Mid,4.6,Food products,21.82,Mid
1794,冷凍米飯,Frozen cooked rice,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,冷凍米飯,3,7,冷凍調理ピラフ,3,6,冷凍調理ピラフ,3,6,冷凍調理ピラフ,3,6,冷凍調理ピラフ,3,6,4.861994749,High,26.0,Food products,3.84,High
1795,すし（弁当）Ａ,Sushi (box lunch)-A,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,すし（弁当）Ａ,3,29,すし（弁当）Ａ,3,28,すし（弁当）,3,38,弁当（すし）,4,41,弁当（すし）,4,41,2.137426821,Mid,12.3,Food products,8.13,Mid
1796,調理パスタ,Cooked pasta,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,調理パスタ,3,5,調理パスタ,3,4,調理パスタ,3,3,調理パスタ,3,3,調理パスタ,3,3,4.396815088,High,20.3,Food products,4.93,Mid
1797,弁当Ｂ,Box lunch-B,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,弁当Ｂ,3,25,弁当Ｂ,3,23,,,,,,,,,,3.568973044,Mid,4.2,Food products,23.74,Mid
1798,すし（弁当）Ｂ,Sushi (box lunch)-B,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,すし（弁当）Ｂ,3,15,すし（弁当）Ｂ,3,14,,,,,,,,,,2.776088375,Mid,6.3,Food products,15.85,Mid
1799,調理ピザ,Processed pizza,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,調理ピザ,3,5,調理ピザパイ,3,4,,,,,,,,,,3.914689108,High,16.0,Food products,6.26,Mid
1801,うなぎかば焼き,"“Kabayaki”, broiled eels",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,うなぎかば焼き,3,9,うなぎかば焼き,3,10,うなぎかば焼き,3,14,うなぎかば焼き,4,17,うなぎかば焼き,4,17,6.230257739,High,70.1,Food products,1.43,High
1802,焼き魚,Grilled fish,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,焼き魚,3,10,焼き魚,3,14,焼き魚,3,13,,,,,,,4.879414065,High,64.4,Food products,1.55,High
1811,サラダ,Salad,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,サラダ,3,19,サラダ,3,17,サラダ,3,14,サラダ,4,12,サラダ,4,12,2.226713671,Mid,24.2,Food products,4.14,Mid
1812,煮豆,Boiled beans,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,煮豆,3,7,煮豆,3,3,煮豆,3,5,煮豆,4,21,煮豆,4,21,2.570129202,Mid,16.8,Food products,5.96,Mid
1813,きんぴら,“Kimpira”,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,きんぴら,3,2,きんぴら,3,14,きんぴら,3,8,,,,,,,2.299728168,Mid,23.8,Food products,4.21,Mid
1814,焼豚,Roast pork,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,焼豚,3,10,焼豚,3,14,,,,,,,,,,5.642631185,High,16.2,Food products,6.18,Mid
1821,コロッケ,Croquettes,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,コロッケ,3,12,コロッケ,3,14,コロッケ,3,16,コロッケ,4,17,コロッケ,4,17,2.94003644,Mid,35.4,Food products,2.82,High
1831,豚カツ,Pork cutlets,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,豚カツ,3,13,豚カツ,3,13,豚カツ,3,12,カツレツ,4,15,カツレツ,4,15,2.088878341,Mid,54.1,Food products,1.85,High
1842,からあげ,Deep fried chicken,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,からあげ,3,30,からあげ,3,28,からあげ,3,29,からあげ,4,22,からあげ,4,22,2.9997119,Mid,23.1,Food products,4.32,Mid
1843,やきとり,"“Yakitori”, grilled chicken",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,やきとり,3,9,やきとり,3,8,やきとり,3,9,,,,,,,2.833681889,Mid,7.3,Food products,13.67,Mid
1844,ハンバーグ,Hamburg steaks,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,ハンバーグ,3,5,,,,,,,,,,,,,5.74446858,High,23.0,Food products,4.35,Mid
1851,冷凍調理コロッケ,Frozen croquettes,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,冷凍調理コロッケ,3,6,冷凍調理コロッケ,3,13,冷凍調理コロッケ,3,13,冷凍調理コロッケ,3,14,冷凍調理コロッケ,3,14,5.987679563,High,15.8,Food products,6.33,Mid
1852,冷凍調理ハンバーグ,Frozen hamburg steak,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,冷凍調理ハンバーグ,3,9,冷凍調理ハンバーグ,3,13,冷凍調理ハンバーグ,3,13,冷凍調理ハンバーグ,3,9,冷凍調理ハンバーグ,3,9,4.453563175,High,21.8,Food products,4.59,Mid
1853,冷凍ぎょうざ,Frozen“Gyoza”,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,冷凍ぎょうざ,3,15,,,,,,,,,,,,,6.76554505,High,23.0,Food products,4.35,Mid
1871,調理カレー,Cooked curry,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,調理カレー,3,15,調理カレー,3,5,調理カレー,3,4,調理カレー,3,16,調理カレー,3,16,4.406853992,High,19.9,Food products,5.02,Mid
1881,ぎょうざ,“Gyoza”,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ぎょうざ,3,11,ぎょうざ,3,12,ぎょうざ,3,14,ぎょうざ,4,14,ぎょうざ,4,14,3.260330575,Mid,17.9,Food products,5.60,Mid
1891,混ぜごはんのもと,"“Mazegohan no moto”, prepared materials to steamed rice with assorted ingredients",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,混ぜごはんのもと,3,7,混ぜごはんのもと,3,2,混ぜごはんのもと,3,2,混ぜごはんのもと,3,11,混ぜごはんのもと,3,11,4.760093709,High,22.5,Food products,4.45,Mid
1892,サラダチキン,“Salad chicken”,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,サラダチキン,3,10,,,,,,,,,,,,,2.282191587,Mid,23.0,Food products,4.35,Mid
1893,おでん,"“Oden”, Japanese stew",3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,おでん,3,5,,,,,,,,,,,,,8.475503918,High,23.0,Food products,4.35,Mid
1902,緑茶,Green tea,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,緑茶,3,13,緑茶,3,14,緑茶,3,17,緑茶,4,21,緑茶,4,21,1.498760107,Low,10.2,Food products,9.76,Mid
